metro_station,latitude,longitude,metro_line,category_name,venues
santuario-nossa-senhora-de-fatima-sumare,-23.550751899999998,-46.68009620000001,['verde'],Outdoors & Recreation,75
santuario-nossa-senhora-de-fatima-sumare,-23.550751899999998,-46.68009620000001,['verde'],Professional & Other Places,95
santuario-nossa-senhora-de-fatima-sumare,-23.550751899999998,-46.68009620000001,['verde'],Residence,20
santuario-nossa-senhora-de-fatima-sumare,-23.550751899999998,-46.68009620000001,['verde'],Shop & Service,73
santuario-nossa-senhora-de-fatima-sumare,-23.550751899999998,-46.68009620000001,['verde'],Travel & Transport,19
sao-bento,-23.5443802,-46.6363175,['azul'],Arts & Entertainment,63
sao-bento,-23.5443802,-46.6363175,['azul'],College & University,64
sao-bento,-23.5443802,-46.6363175,['azul'],Event,14
sao-bento,-23.5443802,-46.6363175,['azul'],Food,242
sao-bento,-23.5443802,-46.6363175,['azul'],Nightlife Spot,103
sao-bento,-23.5443802,-46.6363175,['azul'],Outdoors & Recreation,85
sao-bento,-23.5443802,-46.6363175,['azul'],Professional & Other Places,174
sao-bento,-23.5443802,-46.6363175,['azul'],Residence,26
sao-bento,-23.5443802,-46.6363175,['azul'],Shop & Service,174
sao-bento,-23.5443802,-46.6363175,['azul'],Travel & Transport,100
sao-joaquim,-23.5613673,-46.6386013,['azul'],Arts & Entertainment,52
sao-joaquim,-23.5613673,-46.6386013,['azul'],College & University,83
sao-joaquim,-23.5613673,-46.6386013,['azul'],Event,5
sao-joaquim,-23.5613673,-46.6386013,['azul'],Food,104
sao-joaquim,-23.5613673,-46.6386013,['azul'],Nightlife Spot,36
sao-joaquim,-23.5613673,-46.6386013,['azul'],Outdoors & Recreation,64
sao-joaquim,-23.5613673,-46.6386013,['azul'],Professional & Other Places,137
sao-joaquim,-23.5613673,-46.6386013,['azul'],Residence,36
sao-joaquim,-23.5613673,-46.6386013,['azul'],Shop & Service,93
sao-joaquim,-23.5613673,-46.6386013,['azul'],Travel & Transport,50
sao-judas,-23.625808499999998,-46.6409209,['azul'],Arts & Entertainment,3
sao-judas,-23.625808499999998,-46.6409209,['azul'],College & University,25
sao-judas,-23.625808499999998,-46.6409209,['azul'],Event,3
sao-judas,-23.625808499999998,-46.6409209,['azul'],Food,132
sao-judas,-23.625808499999998,-46.6409209,['azul'],Nightlife Spot,23
sao-judas,-23.625808499999998,-46.6409209,['azul'],Outdoors & Recreation,54
sao-judas,-23.625808499999998,-46.6409209,['azul'],Professional & Other Places,85
sao-judas,-23.625808499999998,-46.6409209,['azul'],Residence,23
sao-judas,-23.625808499999998,-46.6409209,['azul'],Shop & Service,91
sao-judas,-23.625808499999998,-46.6409209,['azul'],Travel & Transport,19
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Arts & Entertainment,4
sao-lucas,-23.58882605,-46.5447248260771,['prata'],College & University,4
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Event,1
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Food,49
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Nightlife Spot,4
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Outdoors & Recreation,16
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Professional & Other Places,38
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Residence,17
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Shop & Service,43
sao-lucas,-23.58882605,-46.5447248260771,['prata'],Travel & Transport,3
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Arts & Entertainment,4
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],College & University,17
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Event,1
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Food,90
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Nightlife Spot,19
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Outdoors & Recreation,37
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Professional & Other Places,71
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Residence,10
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Shop & Service,88
sao-paulo-morumbi,-23.586136800000002,-46.72391210000001,['amarela'],Travel & Transport,10
saude,-23.6182458,-46.6391896,['azul'],Arts & Entertainment,6
saude,-23.6182458,-46.6391896,['azul'],College & University,29
saude,-23.6182458,-46.6391896,['azul'],Event,2
saude,-23.6182458,-46.6391896,['azul'],Food,52
saude,-23.6182458,-46.6391896,['azul'],Nightlife Spot,13
saude,-23.6182458,-46.6391896,['azul'],Outdoors & Recreation,58
saude,-23.6182458,-46.6391896,['azul'],Professional & Other Places,81
saude,-23.6182458,-46.6391896,['azul'],Residence,21
saude,-23.6182458,-46.6391896,['azul'],Shop & Service,76
saude,-23.6182458,-46.6391896,['azul'],Travel & Transport,13
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Arts & Entertainment,68
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",College & University,59
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Event,13
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Food,206
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Nightlife Spot,85
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Outdoors & Recreation,92
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Professional & Other Places,161
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Residence,26
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Shop & Service,151
se,-23.5500992,-46.635515000000005,"['azul', 'vermelha']",Travel & Transport,62
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Arts & Entertainment,2
tamanduatei,-23.5927867,-46.589516700000004,['verde'],College & University,5
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Event,3
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Food,35
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Nightlife Spot,6
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Outdoors & Recreation,12
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Professional & Other Places,34
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Residence,6
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Shop & Service,64
tamanduatei,-23.5927867,-46.589516700000004,['verde'],Travel & Transport,10
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Arts & Entertainment,18
tatuape,-23.540252399999996,-46.5766424,['vermelha'],College & University,48
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Event,3
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Food,153
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Nightlife Spot,29
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Outdoors & Recreation,40
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Professional & Other Places,100
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Residence,19
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Shop & Service,99
tatuape,-23.540252399999996,-46.5766424,['vermelha'],Travel & Transport,18
tiradentes,-23.5311107,-46.6326154,['azul'],Arts & Entertainment,30
tiradentes,-23.5311107,-46.6326154,['azul'],College & University,44
tiradentes,-23.5311107,-46.6326154,['azul'],Event,7
tiradentes,-23.5311107,-46.6326154,['azul'],Food,138
tiradentes,-23.5311107,-46.6326154,['azul'],Nightlife Spot,21
tiradentes,-23.5311107,-46.6326154,['azul'],Outdoors & Recreation,22
tiradentes,-23.5311107,-46.6326154,['azul'],Professional & Other Places,86
tiradentes,-23.5311107,-46.6326154,['azul'],Residence,6
tiradentes,-23.5311107,-46.6326154,['azul'],Shop & Service,68
tiradentes,-23.5311107,-46.6326154,['azul'],Travel & Transport,35
trianon-masp,-23.5636427,-46.6538374,['verde'],Arts & Entertainment,49
trianon-masp,-23.5636427,-46.6538374,['verde'],College & University,81
trianon-masp,-23.5636427,-46.6538374,['verde'],Event,10
trianon-masp,-23.5636427,-46.6538374,['verde'],Food,235
trianon-masp,-23.5636427,-46.6538374,['verde'],Nightlife Spot,111
trianon-masp,-23.5636427,-46.6538374,['verde'],Outdoors & Recreation,74
trianon-masp,-23.5636427,-46.6538374,['verde'],Professional & Other Places,164
trianon-masp,-23.5636427,-46.6538374,['verde'],Residence,58
trianon-masp,-23.5636427,-46.6538374,['verde'],Shop & Service,165
trianon-masp,-23.5636427,-46.6538374,['verde'],Travel & Transport,97
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Arts & Entertainment,9
tucuruvi,-23.48006945,-46.603240966171505,['azul'],College & University,17
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Event,6
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Food,86
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Nightlife Spot,7
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Outdoors & Recreation,22
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Professional & Other Places,50
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Residence,5
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Shop & Service,86
tucuruvi,-23.48006945,-46.603240966171505,['azul'],Travel & Transport,13
vergueiro,-23.5685349,-46.639917499999996,['azul'],Arts & Entertainment,30
vergueiro,-23.5685349,-46.639917499999996,['azul'],College & University,68
vergueiro,-23.5685349,-46.639917499999996,['azul'],Event,2
vergueiro,-23.5685349,-46.639917499999996,['azul'],Food,191
vergueiro,-23.5685349,-46.639917499999996,['azul'],Nightlife Spot,40
vergueiro,-23.5685349,-46.639917499999996,['azul'],Outdoors & Recreation,66
vergueiro,-23.5685349,-46.639917499999996,['azul'],Professional & Other Places,161
vergueiro,-23.5685349,-46.639917499999996,['azul'],Residence,37
vergueiro,-23.5685349,-46.639917499999996,['azul'],Shop & Service,146
vergueiro,-23.5685349,-46.639917499999996,['azul'],Travel & Transport,71
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Arts & Entertainment,4
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],College & University,6
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Event,2
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Food,42
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Nightlife Spot,10
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Outdoors & Recreation,15
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Professional & Other Places,37
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Residence,7
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Shop & Service,36
vila-das-belezas,-23.640247600000002,-46.74576939999999,['lilas'],Travel & Transport,5
vila-madalena,-23.5464956,-46.6911243,['verde'],Arts & Entertainment,33
vila-madalena,-23.5464956,-46.6911243,['verde'],College & University,34
vila-madalena,-23.5464956,-46.6911243,['verde'],Event,0
vila-madalena,-23.5464956,-46.6911243,['verde'],Food,91
vila-madalena,-23.5464956,-46.6911243,['verde'],Nightlife Spot,29
vila-madalena,-23.5464956,-46.6911243,['verde'],Outdoors & Recreation,65
vila-madalena,-23.5464956,-46.6911243,['verde'],Professional & Other Places,75
vila-madalena,-23.5464956,-46.6911243,['verde'],Residence,24
vila-madalena,-23.5464956,-46.6911243,['verde'],Shop & Service,66
vila-madalena,-23.5464956,-46.6911243,['verde'],Travel & Transport,19
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Arts & Entertainment,30
vila-mariana,-23.5891777,-46.634668100000006,['azul'],College & University,71
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Event,0
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Food,164
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Nightlife Spot,36
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Outdoors & Recreation,64
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Professional & Other Places,137
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Residence,38
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Shop & Service,79
vila-mariana,-23.5891777,-46.634668100000006,['azul'],Travel & Transport,28
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Arts & Entertainment,4
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],College & University,13
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Event,1
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Food,57
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Nightlife Spot,9
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Outdoors & Recreation,26
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Professional & Other Places,48
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Residence,6
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Shop & Service,43
vila-matilde,-23.531916600000002,-46.5308731,['vermelha'],Travel & Transport,4
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Arts & Entertainment,6
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",College & University,25
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Event,5
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Food,83
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Nightlife Spot,14
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Outdoors & Recreation,36
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Professional & Other Places,52
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Residence,17
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Shop & Service,67
vila-prudente,-23.5845945,-46.5834369,"['prata', 'verde']",Travel & Transport,12
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Arts & Entertainment,9
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],College & University,4
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Event,2
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Food,36
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Nightlife Spot,12
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Outdoors & Recreation,11
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Professional & Other Places,33
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Residence,9
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Shop & Service,50
vila-tolstoi,-23.60090245,-46.527121045219204,['prata'],Travel & Transport,6
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Arts & Entertainment,5
vila-uniao,-23.6029664,-46.51556665335179,['prata'],College & University,2
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Event,0
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Food,26
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Nightlife Spot,14
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Outdoors & Recreation,7
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Professional & Other Places,36
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Residence,5
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Shop & Service,36
vila-uniao,-23.6029664,-46.51556665335179,['prata'],Travel & Transport,2
